CASE,REF,DV01_01,DV01_02,DV01_03,DV01_04,DV01_05,DV01_06,DV01_07,DV01_08,DV01_09,DV01_10,DV01_11,DV01_12,DV01_13,DV01_14,DV02_01,DV02_02,DV02_03,DV02_04,DV02_05,DV02_06,DV03_01,DV04_01,DV04_02,DV04_03,DV04_04,DV04_05,DV04_06,DV04_07,DV04_08,DV04_09,DV04_10,DV04_11,DV04_12,MV01_01,MV01_02,MV01_03,MV01_04,MV01_05,MV01_06,MV01_07,MV01_08,MV01_09,MV01_10,MV01_11,MV01_12,MV01_13,MV01_14,occupational_status,academic_discipline,IV01_CP,condition,CV01_01,CV01_02,CV01_03,CV01_04,CV01_05,CV01_06,CV01_07,CV01_08,CV01_09,CV01_10,CV02_01,CV02_02,CV02_03,CV02_04,CV02_05,PES_exp,CV03_01,CV03_02,CV03_03,CV03_04,CV03_05,CV03_06,CV03_07,CV03_08,CV03_09,CV03_10,CV03_11,CV03_12,CV03_13,CV03_14,CV03_15,CV04,CV04_01,CV04_02,CV04_03,CV04_04,CV05,veganism,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME,longstring,expertise,integritybenevolence,METI,credibility,eval,att,neutr,PES_freq
690,zp,6,6,6,5,5,6,6,6,5,6,5,5,5,5,5,5,6,3,5,4,6,2,3,3,3,4,4,3,4,3,1,3,4,5,5,4,3,4,4,5,6,5,5,6,4,5,5,working_without_degree,NA,158,not affected,3,4,4,3,3,5,6,3,6,4,4,2,3,3,4,5,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,1,1,2,not vegan,12,9,35,74,49,NA,69,79,87,78,14,77,30,143,13,592,6,5.666666666666667,5.375,5.5,4.857142857142857,3.0833333333333335,4.714285714285714,3.5,3.2
693,vpp,4,5,5,5,5,4,5,5,4,5,5,5,4,4,5,5,5,3,3,5,5,2,4,4,4,4,2,2,3,2,3,2,2,5,5,5,5,6,5,5,5,5,5,5,5,6,6,not_working_without_degree,NA,159,affected,3,4,4,3,3,5,6,4,4,4,4,2,3,4,4,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,not vegan,23,13,23,36,23,NA,45,53,85,86,9,87,18,114,20,465,9,4.666666666666667,4.625,4.642857142857143,4.428571428571429,2.8333333333333335,5.214285714285714,3.5,3.4
698,vpp,4,5,5,4,5,5,4,4,4,4,4,4,5,4,3,3,4,2,2,3,3,3,5,4,5,5,4,4,4,4,5,4,4,3,2,2,3,5,2,2,3,2,3,3,1,2,2,not_working_without_degree,NA,160,affected,3,2,2,2,4,4,4,5,4,4,3,2,3,3,3,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,not vegan,34,6,41,84,73,40,81,106,107,94,17,71,15,225,31,729,9,4.666666666666667,4.125,4.357142857142857,2.857142857142857,4.25,2.5,2.25,2.8
708,vpp,5,5,5,2,5,5,5,3,3,5,5,5,4,5,4,2,2,2,5,4,4,1,4,3,2,1,4,1,1,2,1,4,1,6,3,6,6,5,2,6,6,4,3,4,1,6,6,working_with_degree,social_sciences,163,not affected,4,5,3,4,4,5,5,2,5,4,4,3,2,2,4,5,1,1,2,1,2,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,2,not vegan,19,9,42,60,21,NA,117,94,131,93,11,87,21,261,18,677,4,4.5,4.375,4.428571428571429,3.2857142857142856,2.0833333333333335,4.571428571428571,4,3
713,vpp,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,5,6,5,6,4,2,6,2,6,4,2,6,2,2,4,4,1,2,1,3,4,4,4,4,4,2,2,1,1,1,working_without_degree,NA,163,affected,2,2,6,3,4,6,5,2,4,2,3,1,3,2,4,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,not vegan,25,6,25,57,23,NA,44,88,92,110,14,52,14,134,39,519,15,6,6,6,5.285714285714286,3.6666666666666665,2.4285714285714284,3.25,2.6
714,vpp,5,6,6,5,6,5,6,6,6,6,6,6,6,6,4,3,4,6,3,4,6,1,3,2,1,3,2,1,3,1,1,2,2,6,6,5,6,6,6,5,5,6,6,6,6,6,6,university student,social_sciences,164,affected,5,5,4,5,4,5,5,5,5,5,4,1,3,4,4,9,2,2,2,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,1,1,not vegan,26,4,46,107,43,NA,71,109,91,79,16,106,15,172,26,683,8,5.5,6,5.785714285714286,4.285714285714286,1.8333333333333333,5.785714285714286,4.75,3.2
716,vpp,6,6,6,5,4,6,6,6,6,6,6,6,6,6,5,4,5,4,6,5,5,2,1,2,1,3,2,2,2,2,2,2,2,3,2,4,2,4,2,4,5,1,3,5,1,1,1,working_with_degree,engineering_sciences,164,not affected,5,6,5,5,5,5,5,4,5,5,4,4,4,4,4,8,1,2,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,1,1,2,not vegan,15,18,11,114,79,NA,52,59,99,260,30,311,34,287,101,1049,9,5.5,6,5.785714285714286,4.857142857142857,1.9166666666666667,2.7142857142857144,5.25,4
718,vpp,4,4,4,4,4,4,4,3,5,4,4,6,5,5,4,2,4,2,4,4,4,2,4,2,2,3,4,6,5,4,1,5,2,5,4,4,3,4,2,4,5,3,2,4,3,5,6,university student,social_sciences,165,not affected,5,5,3,4,3,5,4,3,5,3,4,3,3,4,3,6,1,2,1,1,2,2,2,1,2,1,2,1,1,1,1,2,2,2,1,1,2,not vegan,19,4,31,57,42,9,48,50,50,48,8,124,8,83,11,475,7,4,4.5,4.285714285714286,3.4285714285714284,3.3333333333333335,3.857142857142857,4.25,3.4
720,vpp,6,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,4,2,3,3,2,3,2,3,3,3,2,2,3,4,3,3,4,3,2,4,5,2,3,4,2,4,3,working_without_degree,NA,166,affected,5,4,4,4,4,5,5,5,6,6,2,3,4,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,not vegan,6,8,48,168,42,4,51,121,106,125,20,123,31,123,18,839,14,5.166666666666667,5,5.071428571428571,3.142857142857143,2.5833333333333335,3.2857142857142856,4.25,2.8
733,vpp,5,5,5,5,5,5,5,6,4,4,4,4,5,4,4,3,5,5,3,4,4,2,2,2,2,3,2,2,2,1,1,1,2,5,5,5,5,4,3,5,6,5,6,6,5,6,5,working_without_degree,NA,167,not affected,5,5,5,6,NA,5,6,4,5,5,5,3,2,4,4,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,not vegan,27,23,24,40,51,50,60,81,110,76,11,82,16,123,32,601,11,5,4.5,4.714285714285714,4,1.8333333333333333,5.071428571428571,5.25,3.6
739,id,4,5,5,4,5,5,5,6,4,4,4,5,4,5,3,2,3,5,4,3,4,3,4,4,3,3,3,3,2,2,1,3,2,5,4,5,3,5,3,5,5,4,4,6,3,4,4,university student,social_sciences,167,affected,3,2,3,3,3,5,5,5,6,5,4,1,3,5,5,7,2,1,2,1,1,2,1,2,1,1,2,2,1,1,2,2,2,2,1,1,1,not vegan,9,5,30,76,41,6,91,72,71,71,12,27,10,105,21,507,4,4.666666666666667,4.625,4.642857142857143,3.4285714285714284,2.75,4.285714285714286,2.75,3.6
741,id,4,4,4,2,3,4,4,4,3,4,4,4,5,4,5,4,5,2,6,4,5,1,3,6,5,1,4,1,1,1,1,2,3,6,6,6,5,6,6,6,6,6,6,6,6,6,6,university student,humanities,168,affected,4,2,4,4,4,4,5,3,5,5,4,3,3,3,4,3,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,vegan,22,6,3,40,15,NA,68,40,37,32,7,44,9,75,20,295,10,3.5,4,3.7857142857142856,4.428571428571429,2.4166666666666665,5.928571428571429,3.5,3.4
742,id,6,4,5,6,4,5,6,6,4,4,5,4,6,4,4,6,4,4,6,6,5,1,2,3,1,3,3,2,3,3,1,1,1,5,4,5,6,6,3,4,6,5,4,6,1,6,6,university student,engineering_sciences,169,not affected,5,5,5,4,3,6,5,2,6,5,3,4,5,5,3,8,2,2,2,1,1,2,1,2,2,2,2,1,1,1,1,2,2,2,1,1,2,not vegan,29,5,3,49,15,NA,36,41,84,83,12,82,19,109,21,424,4,5,4.875,4.928571428571429,5,2,4.785714285714286,4.75,4
744,id,6,5,5,5,4,5,5,5,5,6,6,6,6,6,5,2,5,5,6,4,5,4,1,4,4,6,2,2,2,1,1,2,2,6,6,4,5,6,4,5,1,2,6,6,5,5,3,university student,humanities,169,affected,5,3,2,3,4,5,5,5,6,5,5,4,5,4,4,8,2,2,2,1,2,2,1,1,2,1,2,1,1,1,2,2,2,2,1,1,1,not vegan,21,7,13,92,36,NA,53,75,66,76,14,52,11,150,17,488,5,5,5.625,5.357142857142857,4.571428571428571,2.5833333333333335,4.571428571428571,3.25,4.4
747,id,5,6,5,5,3,5,4,6,4,5,5,4,6,5,5,3,6,3,3,5,5,2,3,5,3,3,2,3,4,3,3,4,2,4,2,2,5,4,1,2,2,1,2,3,1,1,5,university student,social_sciences,171,not affected,5,4,4,5,5,5,6,3,6,5,4,4,5,4,5,5,1,2,2,1,2,2,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,not vegan,33,4,21,48,22,NA,37,37,45,43,11,54,10,87,4,328,6,4.833333333333333,4.875,4.857142857142857,4.285714285714286,3.0833333333333335,2.5,4.5,4.4
750,id,6,6,5,6,4,6,4,4,4,5,6,5,6,6,5,4,5,2,3,5,5,2,2,3,2,3,4,5,6,5,2,1,3,5,5,6,5,5,1,5,6,5,3,5,3,3,4,university student,natural_sciences,172,affected,4,4,3,4,5,5,6,4,4,5,3,1,4,4,4,7,1,2,2,1,1,2,1,2,1,2,2,1,1,1,2,2,2,2,1,1,1,not vegan,12,11,17,47,26,NA,79,191,70,72,7,57,9,126,16,575,4,5.5,5,5.214285714285714,4.142857142857143,3.1666666666666665,4.357142857142857,3.75,3.2
754,id,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,3,4,4,4,4,3,4,3,3,4,4,3,3,2,3,3,4,4,4,3,3,2,4,4,4,2,3,1,4,2,working_without_degree,NA,173,not affected,5,4,3,4,3,5,5,3,5,4,4,2,2,3,2,6,1,2,2,2,1,2,1,1,1,2,2,1,1,1,1,2,2,2,1,1,2,not vegan,33,14,44,119,42,NA,91,95,165,112,15,109,22,152,26,814,8,4,5,4.571428571428571,3.857142857142857,3.25,3.142857142857143,4,2.6
755,id,4,4,5,4,4,4,6,6,4,5,5,5,5,4,3,3,3,3,5,4,3,4,3,5,4,5,5,3,3,4,3,4,3,3,2,3,4,3,2,4,4,5,3,4,1,1,1,university student,life_sciences,174,affected,4,2,3,5,4,5,5,4,5,4,4,1,2,3,4,6,1,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,2,1,1,1,not vegan,37,10,14,103,52,60,77,53,78,135,18,163,19,268,65,772,5,4.166666666666667,5,4.642857142857143,3.4285714285714284,3.8333333333333335,2.857142857142857,3.5,2.8
760,id,5,5,6,5,3,5,4,6,3,4,6,6,6,6,5,2,4,3,6,2,5,3,1,6,3,5,3,3,1,1,1,3,1,6,2,5,5,4,2,6,4,4,6,6,5,6,2,university student,social_sciences,176,affected,3,3,5,5,4,6,6,2,6,3,5,1,1,5,2,10,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,1,1,not vegan,7,6,15,28,19,NA,51,33,43,55,8,52,11,111,19,315,5,4.833333333333333,5.125,5,3.857142857142857,2.5833333333333335,4.5,4,2.8
761,id,5,5,6,5,5,5,6,6,4,4,4,5,5,5,5,4,5,4,4,5,5,3,2,4,3,4,3,3,5,2,1,3,2,6,5,4,6,5,6,5,6,5,5,6,5,4,5,university student,natural_sciences,177,not affected,5,5,5,5,3,6,6,4,6,4,3,1,2,3,3,6,1,2,1,1,1,2,1,2,1,1,2,1,1,2,2,2,2,2,1,1,2,not vegan,67,8,26,64,42,NA,68,60,69,111,11,176,12,167,26,639,5,5.166666666666667,4.875,5,4.571428571428571,2.9166666666666665,5.214285714285714,5,2.4
762,id,5,4,5,5,5,5,5,4,4,5,5,4,5,4,4,5,5,3,4,5,4,2,3,2,2,2,3,3,2,3,1,2,2,5,4,5,5,5,4,5,6,4,5,5,4,5,4,university student,life_sciences,177,affected,5,5,4,5,3,5,6,3,6,5,4,2,2,3,4,7,1,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,2,2,1,1,1,not vegan,41,4,22,42,17,NA,34,33,103,49,7,95,8,96,20,410,5,4.833333333333333,4.5,4.642857142857143,4.285714285714286,2.25,4.714285714285714,4.75,3
765,id,5,5,5,5,4,5,4,4,5,4,5,4,4,4,5,3,5,4,5,4,4,2,2,3,3,3,2,2,2,2,1,2,2,5,6,5,6,6,3,5,6,5,5,5,5,5,6,university student,natural_sciences,178,affected,5,5,5,4,4,5,6,3,6,5,4,4,4,5,4,12,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,1,1,not vegan,57,20,31,86,30,NA,70,119,92,132,15,56,19,298,303,650,6,4.833333333333333,4.25,4.5,4.285714285714286,2.1666666666666665,5.214285714285714,4.75,4.2
771,id,5,5,6,4,5,6,5,6,4,4,5,4,4,5,4,3,4,3,5,5,5,2,4,5,1,3,4,4,2,3,2,2,3,3,2,4,1,2,1,2,3,3,1,3,1,1,1,working_with_degree,natural_sciences,180,affected,6,5,3,5,2,5,6,2,6,3,5,3,4,5,5,13,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,not vegan,38,15,27,55,44,NA,52,57,374,89,11,148,15,107,17,872,8,5.166666666666667,4.625,4.857142857142857,4.142857142857143,2.9166666666666665,2,4.75,4.4
772,id,4,5,6,5,4,6,4,5,4,4,4,4,5,4,4,5,5,4,3,5,4,3,4,4,3,4,3,3,3,3,2,3,2,5,5,5,5,6,5,5,6,4,6,5,4,5,4,university student,natural_sciences,180,not affected,4,4,4,4,4,5,6,4,5,4,4,2,1,5,4,10,2,2,2,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,1,1,2,not vegan,5,5,1,66,26,NA,70,49,44,54,12,23,17,118,18,362,4,5,4.25,4.571428571428571,4.285714285714286,3.0833333333333335,5,4,3.2
773,id,2,4,4,3,3,3,5,6,3,5,5,2,4,4,5,2,5,3,4,2,5,1,4,2,2,5,2,5,5,3,4,5,1,5,5,5,5,4,2,2,6,5,5,6,2,2,2,university student,humanities,181,affected,5,5,2,5,3,5,6,4,4,5,5,4,3,5,5,12,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,not vegan,37,80,33,90,31,NA,96,88,84,97,15,96,26,208,56,656,6,3.1666666666666665,4.25,3.7857142857142856,3.7142857142857144,3.25,4,4.25,4.4
776,id,3,3,3,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,4,5,5,3,5,3,3,3,5,2,3,4,6,6,6,6,6,4,6,6,6,6,6,6,5,6,working_with_degree,humanities,189,not affected,5,5,4,4,5,6,6,4,6,5,5,5,4,5,5,14,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,not vegan,5985,4,45,28,15,4,21,21,26,50,5,27,14,71,12,256,10,2.5,2.25,2.357142857142857,2,3.75,5.785714285714286,4.5,4.8
780,id,5,5,5,5,3,6,6,6,6,6,6,6,5,6,5,6,6,5,5,6,5,2,3,2,2,2,2,3,2,3,2,2,1,6,6,6,6,5,5,6,6,5,4,5,4,6,6,university student,other,182,not affected,5,4,5,5,3,6,6,4,5,5,5,2,3,4,3,7,1,2,2,2,2,2,1,2,1,1,2,1,1,1,1,2,2,2,1,1,2,not vegan,19,4,20,62,17,NA,45,28,49,49,7,16,7,75,18,300,7,4.833333333333333,5.875,5.428571428571429,5.428571428571429,2.1666666666666665,5.428571428571429,4.75,3.4
783,id,2,3,3,1,2,1,3,2,3,2,2,2,3,4,1,1,1,1,2,1,2,3,5,5,4,5,5,6,5,5,5,6,3,1,1,2,2,1,1,1,2,1,1,2,1,1,2,university student,social_sciences,183,affected,3,3,3,3,4,5,5,3,4,4,4,3,2,4,3,11,2,2,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,1,1,not vegan,50,6,18,62,38,NA,102,81,84,101,19,135,17,149,26,657,6,2,2.625,2.357142857142857,1.2857142857142858,4.75,1.3571428571428572,3,3.2
787,id,6,6,5,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,4,3,2,1,1,1,1,1,4,1,6,4,5,3,6,4,3,6,6,3,6,1,2,3,university student,humanities,184,not affected,6,6,6,6,6,6,6,4,6,6,4,4,5,5,4,7,1,2,2,1,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,1,2,not vegan,13,7,24,64,55,NA,44,49,282,121,14,48,13,117,27,714,16,5.333333333333333,6,5.714285714285714,6,1.9166666666666667,4.142857142857143,6,4.4
789,id,4,5,6,4,3,6,4,4,4,3,6,5,5,5,3,1,3,5,4,2,5,1,2,5,5,2,2,3,2,2,1,2,1,6,4,5,4,6,4,5,6,5,6,6,3,3,3,working_with_degree,natural_sciences,185,affected,4,3,3,4,4,5,6,4,5,6,3,4,2,5,5,13,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,not vegan,28,54,49,41,19,NA,75,60,66,50,6,71,11,92,14,448,11,4.666666666666667,4.5,4.571428571428571,3.2857142857142856,2.3333333333333335,4.714285714285714,3.5,3.8
791,id,4,4,5,4,5,4,4,4,4,4,5,5,5,4,4,3,4,2,3,3,4,5,5,4,4,5,4,3,3,3,2,4,3,4,3,4,4,4,2,4,3,3,4,2,3,3,3,university student,natural_sciences,186,affected,3,3,3,4,4,5,4,4,5,5,3,3,3,3,3,5,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,not vegan,44,54,42,64,35,NA,40,59,68,83,16,14,15,133,17,436,6,4.333333333333333,4.375,4.357142857142857,3.2857142857142856,3.75,3.2857142857142856,3.25,3
797,id,6,5,6,5,5,5,5,5,6,5,6,6,6,5,5,5,2,5,6,5,5,1,2,4,2,4,4,2,3,1,1,2,1,6,6,6,6,4,5,6,6,5,6,6,5,6,5,university student,other,187,affected,4,3,3,4,3,6,6,4,6,5,3,2,3,3,2,6,2,2,1,1,1,2,1,1,2,1,2,1,1,1,2,2,2,2,1,1,1,not vegan,17,7,26,70,36,NA,47,49,92,72,9,92,11,139,21,504,5,5.333333333333333,5.5,5.428571428571429,4.714285714285714,2.25,5.571428571428571,3.5,2.6
798,id,4,3,4,4,3,4,4,4,4,5,4,4,5,4,4,4,5,3,3,4,3,3,4,3,2,2,4,4,3,4,4,2,5,6,6,5,6,6,3,5,6,6,6,6,6,6,6,university student,social_sciences,187,not affected,5,4,4,5,4,5,5,4,5,6,4,4,3,4,4,12,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,1,1,2,vegan,27,9,44,51,16,NA,53,49,83,76,8,48,9,116,42,437,8,3.6666666666666665,4.25,4,3.7142857142857144,3.3333333333333335,5.642857142857143,4.5,3.8
804,id,5,5,6,5,6,5,4,4,5,4,4,4,4,4,2,3,5,2,4,4,3,1,5,2,2,4,3,4,2,4,3,1,2,3,2,5,6,3,2,6,5,4,2,3,1,5,6,university student,humanities,189,affected,4,4,5,5,4,6,6,4,6,5,2,2,2,3,2,3,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,not vegan,40,47,18,98,105,NA,44,88,105,74,9,49,13,102,33,603,7,5.333333333333333,4.125,4.642857142857143,3.2857142857142856,2.75,3.7857142857142856,4.5,2.2
805,id,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,3,6,1,6,3,6,2,2,2,1,3,3,3,2,2,2,3,4,4,3,3,4,1,1,5,4,5,3,3,2,5,3,university student,natural_sciences,190,not affected,5,4,6,5,2,6,6,2,6,5,3,1,3,5,5,10,1,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,1,2,not vegan,64,2,10,36,23,4,21,23,48,50,7,22,11,61,9,255,9,6,5.75,5.857142857142857,4.428571428571429,2.4166666666666665,3.2857142857142856,5,3.4
806,id,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,4,5,4,4,5,5,3,3,4,3,2,3,3,3,2,2,3,3,6,6,6,6,6,5,6,6,6,6,6,6,6,6,university student,natural_sciences,190,affected,3,3,3,3,4,5,6,4,5,3,4,3,4,3,4,6,2,2,2,1,2,1,1,1,1,2,1,2,1,1,1,2,2,2,1,1,1,vegan,42,7,70,148,39,NA,79,79,174,68,17,282,13,388,35,969,14,6,6,6,4.571428571428571,2.8333333333333335,5.928571428571429,3,3.6
809,id,6,6,5,6,5,6,6,5,4,5,5,4,5,5,2,5,5,4,3,5,5,5,2,4,4,3,3,2,3,3,4,5,3,4,4,2,6,4,3,3,4,3,5,4,2,3,2,university student,social_sciences,191,affected,5,3,4,4,4,5,6,5,6,5,3,2,2,3,3,3,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,not vegan,28,5,40,59,26,NA,30,38,64,71,10,10,11,95,17,359,8,5.666666666666667,4.875,5.214285714285714,4.142857142857143,3.4166666666666665,3.5,4,2.6
810,id,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,2,3,5,2,3,5,2,2,4,4,6,4,2,5,2,2,3,3,5,5,2,5,4,5,1,5,5,4,4,2,1,2,university student,natural_sciences,191,not affected,5,5,6,6,5,5,5,4,6,6,5,1,4,4,4,9,1,2,2,2,2,2,1,2,1,2,2,1,1,1,2,2,2,2,1,1,2,not vegan,25,36,13,76,27,NA,39,48,154,77,5,81,39,127,14,559,5,4.833333333333333,4.875,4.857142857142857,3.5714285714285716,3.25,3.5714285714285716,5.5,3.6
813,id,5,5,6,6,5,5,5,5,5,4,5,5,5,5,5,3,4,5,5,4,5,3,2,4,4,3,3,4,4,2,1,2,2,6,6,6,6,6,4,6,6,6,6,6,5,6,3,university student,social_sciences,193,affected,3,3,3,4,4,4,5,4,4,5,4,2,3,4,4,9,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,2,2,2,1,1,1,not vegan,10,7,34,63,29,NA,32,42,103,73,27,171,19,197,20,593,6,5.333333333333333,4.875,5.071428571428571,4.428571428571429,2.8333333333333335,5.571428571428571,3.25,3.4
817,id,5,5,4,4,4,5,5,5,5,5,5,6,4,4,5,5,5,5,4,5,5,2,4,3,2,2,2,2,2,2,2,2,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,university student,natural_sciences,194,affected,5,5,5,5,2,4,4,4,4,4,3,3,3,3,4,3,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,vegan,55,6,7,62,17,NA,45,44,71,57,8,24,13,116,17,348,14,4.5,4.875,4.714285714285714,4.857142857142857,2.3333333333333335,6,5,3.2
821,id,5,6,6,5,5,5,6,6,6,6,6,6,6,6,5,5,6,5,6,6,6,2,3,3,3,2,3,2,2,2,2,3,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,university student,social_sciences,196,affected,4,3,3,4,4,5,6,3,5,4,3,3,3,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,vegan,42,5,27,62,73,37,49,54,68,61,16,46,16,121,34,509,14,5.333333333333333,6,5.714285714285714,5.571428571428571,2.5833333333333335,6,3.5,2.6
822,id,5,5,5,5,3,5,6,5,4,4,4,5,5,4,4,4,5,2,4,5,5,1,2,2,3,6,2,5,1,4,3,2,1,5,5,4,5,5,3,6,6,2,6,5,4,5,5,university student,humanities,199,not affected,5,5,5,5,5,5,6,3,5,5,5,3,3,5,4,10,2,1,2,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,1,1,2,not vegan,4352,4,12,25,8,NA,27,29,45,39,4,40,11,63,9,240,4,4.666666666666667,4.625,4.642857142857143,4.142857142857143,2.6666666666666665,4.714285714285714,5,4
823,id,6,6,6,5,4,6,6,6,6,6,4,4,5,5,3,5,3,2,4,3,6,5,2,4,1,2,1,4,4,1,1,2,1,6,6,6,6,6,1,6,6,6,6,6,4,6,6,university student,humanities,197,not affected,1,4,5,5,4,6,6,2,6,6,4,4,5,4,3,11,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,1,1,2,not vegan,28,10,16,42,21,NA,40,50,63,42,10,85,8,94,14,377,6,5.5,5.25,5.357142857142857,3.7142857142857144,2.3333333333333335,5.5,3.75,4
824,id,2,5,5,2,2,2,3,4,3,3,5,3,4,4,2,2,2,3,1,2,3,2,4,6,6,4,4,4,4,4,4,5,6,1,1,1,2,4,3,4,3,1,2,2,1,1,1,not_working_with_degree,life_sciences,197,affected,5,5,5,5,3,6,6,3,6,6,4,3,4,5,4,9,1,2,2,1,1,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,1,not vegan,17,12,23,49,30,NA,97,49,81,79,16,66,27,133,43,517,6,3,3.625,3.357142857142857,2.142857142857143,4.416666666666667,1.9285714285714286,5,4
826,id,5,5,5,4,5,5,6,6,6,6,6,6,6,6,5,5,6,6,6,5,5,4,2,6,5,4,3,3,3,3,2,4,4,5,4,6,4,2,2,4,5,2,5,6,1,1,3,university student,humanities,198,not affected,3,3,2,2,4,4,5,3,4,2,4,4,4,4,5,11,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,1,2,not vegan,35,5,25,82,51,NA,46,74,117,102,37,219,15,200,21,768,8,4.833333333333333,6,5.5,5.428571428571429,3.5833333333333335,3.5714285714285716,2.5,4.2
827,id,6,5,5,5,5,5,6,6,6,6,6,6,6,6,3,5,4,5,6,5,4,2,2,5,3,2,3,1,2,1,1,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,university student,social_sciences,199,affected,3,3,2,3,3,5,6,5,5,5,4,4,4,4,4,10,2,2,2,1,2,2,1,2,2,2,2,1,1,1,2,2,2,2,1,1,1,not vegan,53,5,27,64,27,NA,83,68,76,57,14,125,13,162,30,554,14,5.166666666666667,6,5.642857142857143,4.571428571428571,2.1666666666666665,6,2.75,4
828,id,5,5,5,5,5,5,5,5,6,6,5,6,6,6,6,5,6,5,6,6,5,1,1,3,3,6,2,2,4,2,1,2,4,6,6,6,5,6,3,5,5,6,6,6,6,5,6,university student,humanities,201,affected,3,4,3,4,3,5,6,2,5,4,4,4,4,5,5,12,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,1,1,not vegan,6949,102,37,134,93,NA,108,111,121,118,26,180,30,212,37,958,8,5,5.625,5.357142857142857,5.571428571428571,2.5833333333333335,5.5,3.5,4.4
830,id,5,6,5,6,4,6,5,4,5,6,4,4,5,5,5,5,5,2,4,5,5,3,2,4,3,3,2,4,2,3,4,2,2,2,1,3,1,3,1,4,4,3,1,2,1,4,4,university student,humanities,200,not affected,4,4,4,4,2,5,6,1,6,5,4,4,4,4,4,7,2,2,2,1,2,2,1,1,1,2,2,1,1,1,1,2,2,2,1,1,2,not vegan,34,49,24,61,24,NA,60,54,209,70,10,81,8,117,18,601,5,5.333333333333333,4.75,5,4.428571428571429,2.8333333333333335,2.4285714285714284,4,4
